Rk,School,G,W,L,W-L%,SRS,SOS,W.1,L.1,W.2,L.2,W.3,L.3,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,oORtg,oFTr,o3PAr,oTS%,oTRB%,oAST%,oSTL%,oBLK%,oeFG%,oTOV%,oORB%,oFT/FGA
3,Akron NCAA,35,24,11,0.686,2.77,-2.08,13.0,5.0,13,1,7,6,2577,2316,66.9,109.6,0.318,0.428,0.555,53.0,49.7,8.4,8.0,0.523,14.5,30.6,0.231,98.5,0.283,0.372,0.514,47.0,45.8,8.7,7.5,0.486,15.2,25.2,0.194
4,Alabama NCAA,37,25,12,0.676,20.69,11.8,13.0,5.0,14,2,5,5,3335,3006,73.9,121.1,0.353,0.465,0.599,52.6,51.7,9.3,11.0,0.563,13.6,35.0,0.273,109.2,0.388,0.371,0.54,47.4,45.9,9.9,12.8,0.496,13.1,31.0,0.286
11,Arizona NCAA,36,27,9,0.75,24.54,9.45,15.0,5.0,15,1,7,4,3137,2594,73.3,116.8,0.364,0.334,0.576,56.6,59.2,11.2,9.5,0.545,13.6,35.6,0.261,96.6,0.259,0.379,0.513,43.4,52.3,9.3,8.5,0.484,16.0,23.3,0.184
17,Auburn NCAA,35,27,8,0.771,22.46,7.66,13.0,5.0,15,1,5,5,2909,2391,70.9,117.2,0.383,0.375,0.58,52.3,61.6,10.4,15.9,0.542,13.0,32.9,0.287,96.4,0.415,0.334,0.492,47.7,42.7,9.4,8.5,0.437,15.6,30.2,0.305
20,Baylor NCAA,35,24,11,0.686,19.5,10.71,11.0,7.0,15,2,4,5,2814,2489,66.8,117.8,0.395,0.386,0.592,54.6,53.2,9.9,8.6,0.558,15.0,35.8,0.289,104.2,0.303,0.356,0.547,45.4,53.0,10.2,9.8,0.515,15.4,27.1,0.223
25,Boise State NCAA,33,22,11,0.667,13.31,7.35,13.0,5.0,13,3,7,3,2479,2221,66.9,111.4,0.359,0.397,0.554,55.6,47.1,8.5,6.8,0.516,14.1,34.1,0.264,99.8,0.319,0.369,0.53,44.4,48.5,8.5,10.7,0.495,15.3,22.2,0.232
30,Brigham Young NCAA,34,23,11,0.676,19.33,7.86,10.0,8.0,16,2,3,7,2768,2378,69.9,116.4,0.254,0.504,0.573,54.2,63.4,8.5,7.6,0.548,13.1,32.8,0.188,100.0,0.32,0.34,0.515,45.8,47.3,8.7,7.5,0.482,14.2,24.6,0.224
52,Clemson NCAA,36,24,12,0.667,16.2,10.04,11.0,9.0,12,4,6,6,2785,2563,67.8,113.4,0.307,0.399,0.575,51.6,53.8,6.7,10.9,0.539,13.0,27.2,0.24,104.3,0.321,0.411,0.52,48.4,44.7,8.9,7.1,0.482,12.1,26.6,0.235
55,Colgate NCAA,35,25,10,0.714,-0.31,-5.55,16.0,2.0,13,3,10,5,2498,2242,66.4,107.5,0.273,0.383,0.559,51.9,56.6,9.8,10.1,0.538,14.1,25.3,0.186,96.5,0.24,0.402,0.498,48.1,53.2,8.5,7.0,0.475,14.9,24.5,0.161
56,College of Charleston NCAA,35,27,8,0.771,4.09,-2.38,15.0,3.0,13,2,10,2,2832,2575,70.4,114.6,0.275,0.471,0.55,53.1,53.3,8.9,8.1,0.522,11.9,33.6,0.198,104.2,0.288,0.371,0.536,46.9,43.3,8.7,9.5,0.508,14.4,25.9,0.203
57,Colorado NCAA,37,26,11,0.703,15.95,8.36,13.0,7.0,16,1,4,7,2935,2654,69.0,113.8,0.351,0.306,0.593,55.0,57.2,8.6,5.5,0.554,15.9,31.9,0.275,102.9,0.273,0.352,0.526,45.0,43.7,10.5,9.2,0.497,13.4,24.8,0.194
58,Colorado State NCAA,36,25,11,0.694,13.4,7.28,10.0,8.0,15,2,4,7,2707,2422,66.7,111.9,0.317,0.386,0.581,50.5,66.1,9.3,8.4,0.549,13.9,25.0,0.239,100.2,0.314,0.337,0.519,49.5,47.1,8.1,8.0,0.48,15.1,26.6,0.233
60,Connecticut NCAA,40,37,3,0.925,26.7,8.7,18.0,2.0,16,0,9,3,3256,2536,66.0,123.3,0.319,0.402,0.597,56.3,63.6,9.3,14.2,0.569,12.3,36.7,0.237,96.0,0.311,0.329,0.485,43.7,44.7,8.1,8.3,0.444,13.9,26.7,0.226
63,Creighton NCAA,35,25,10,0.714,20.07,9.53,14.0,6.0,14,2,8,5,2815,2446,67.6,116.2,0.247,0.485,0.6,53.1,57.9,5.5,8.5,0.573,13.7,26.1,0.194,100.9,0.16,0.279,0.489,46.9,41.3,8.7,9.1,0.463,9.6,24.9,0.126
66,Dayton NCAA,33,25,8,0.758,13.45,5.73,14.0,4.0,15,0,6,5,2448,2193,64.8,114.1,0.367,0.443,0.595,50.6,58.1,8.5,11.1,0.563,14.3,26.3,0.272,102.2,0.219,0.401,0.51,49.4,51.1,9.1,10.3,0.483,13.7,28.6,0.16
72,Drake NCAA,35,28,7,0.8,11.08,1.84,16.0,4.0,16,0,6,5,2797,2463,68.4,113.9,0.328,0.394,0.582,51.2,56.4,9.2,4.6,0.549,12.3,24.2,0.247,100.3,0.309,0.388,0.537,48.8,41.8,7.8,7.4,0.507,15.8,22.9,0.218
74,Duke NCAA,36,27,9,0.75,20.67,8.36,15.0,5.0,15,3,7,4,2830,2387,67.1,117.1,0.343,0.375,0.576,53.7,54.9,9.7,9.8,0.546,12.4,32.1,0.248,98.8,0.281,0.347,0.512,46.3,50.9,7.9,12.0,0.485,14.9,25.9,0.191
75,Duquesne NCAA,37,25,12,0.676,7.35,4.68,10.0,8.0,13,4,5,6,2611,2467,66.9,105.5,0.323,0.389,0.536,50.4,54.0,11.2,12.6,0.503,15.1,30.5,0.232,99.7,0.346,0.377,0.52,49.6,53.2,9.5,10.9,0.483,17.0,29.9,0.245
87,Florida NCAA,36,24,12,0.667,15.17,8.81,11.0,7.0,14,1,3,7,3080,2851,73.1,115.1,0.384,0.345,0.554,54.1,50.7,9.0,12.1,0.518,13.1,37.3,0.275,106.5,0.348,0.324,0.529,45.9,42.4,10.1,9.4,0.493,12.6,28.8,0.248
89,Florida Atlantic NCAA,34,25,9,0.735,13.26,4.61,14.0,4.0,13,1,5,5,2789,2495,69.1,116.2,0.349,0.391,0.577,52.8,50.9,10.2,7.8,0.547,13.8,33.4,0.251,103.9,0.273,0.361,0.527,47.2,39.0,8.5,6.6,0.496,14.3,29.2,0.198
104,Gonzaga NCAA,35,27,8,0.771,17.93,4.02,14.0,2.0,13,2,8,2,2959,2420,69.8,121.1,0.305,0.312,0.598,55.0,52.2,9.5,9.8,0.574,12.1,33.9,0.22,99.1,0.249,0.367,0.499,45.0,49.2,7.8,6.0,0.468,13.9,27.5,0.179
105,Grambling NCAA,36,21,15,0.583,-9.63,-5.48,14.0,4.0,9,3,7,9,2436,2506,66.9,100.1,0.384,0.28,0.527,49.0,41.2,10.9,8.6,0.487,17.0,29.8,0.272,102.9,0.325,0.344,0.532,51.0,55.6,10.4,7.5,0.496,16.4,32.3,0.236
106,Grand Canyon NCAA,35,30,5,0.857,10.45,-0.52,17.0,3.0,16,0,8,3,2769,2346,69.8,112.9,0.45,0.363,0.568,53.1,45.9,11.8,14.3,0.521,15.0,34.4,0.337,95.6,0.333,0.34,0.497,46.9,48.2,8.7,7.3,0.458,17.1,30.1,0.235
114,Houston NCAA,37,32,5,0.865,25.69,9.8,15.0,3.0,17,0,7,3,2720,2132,64.1,113.6,0.308,0.368,0.531,52.3,49.3,15.1,16.0,0.503,11.4,36.8,0.211,89.0,0.394,0.401,0.482,47.7,59.8,7.8,7.2,0.44,20.9,31.2,0.266
116,Howard NCAA,35,18,17,0.514,-8.69,-8.02,9.0,5.0,9,4,6,9,2623,2600,69.4,106.5,0.418,0.392,0.566,52.8,55.9,8.6,7.2,0.522,18.9,34.4,0.314,105.6,0.386,0.328,0.54,47.2,47.2,10.8,10.6,0.504,15.1,30.2,0.269
119,Illinois NCAA,38,29,9,0.763,19.56,9.54,14.0,6.0,15,3,6,5,3168,2787,70.1,118.2,0.371,0.385,0.572,55.2,45.8,6.2,8.2,0.536,12.6,35.6,0.273,104.0,0.267,0.283,0.511,44.8,44.1,8.1,8.4,0.48,10.8,26.3,0.193
127,Iowa State NCAA,37,29,8,0.784,22.3,8.51,13.0,5.0,18,0,5,5,2787,2277,67.9,110.9,0.354,0.317,0.551,50.5,58.1,15.2,10.8,0.52,13.3,31.1,0.248,90.6,0.348,0.452,0.512,49.5,58.7,8.9,8.8,0.474,22.2,29.3,0.246
132,James Madison NCAA,36,32,4,0.889,8.19,-3.75,15.0,3.0,14,1,12,2,2995,2506,71.6,115.0,0.342,0.378,0.572,53.2,53.8,12.5,8.3,0.544,13.0,32.5,0.24,96.2,0.341,0.357,0.51,46.8,43.8,8.2,8.8,0.469,17.4,26.9,0.249
133,Kansas NCAA,34,23,11,0.676,16.35,11.32,10.0,8.0,15,1,3,7,2569,2376,69.9,107.7,0.32,0.298,0.567,51.7,67.4,10.2,11.0,0.538,14.9,25.7,0.231,99.6,0.282,0.413,0.51,48.3,52.0,9.7,6.8,0.48,14.5,26.3,0.196
138,Kentucky NCAA,33,23,10,0.697,16.79,7.46,13.0,5.0,14,4,7,3,2938,2630,73.9,119.2,0.304,0.375,0.602,50.5,54.9,10.1,16.2,0.572,12.6,28.9,0.235,106.7,0.334,0.402,0.531,49.5,52.2,8.6,8.7,0.496,13.6,30.5,0.239
148,Long Beach State NCAA,36,21,15,0.583,-1.19,-1.19,10.0,10.0,8,5,9,7,2786,2735,72.9,105.4,0.382,0.285,0.527,52.0,55.4,10.8,12.2,0.487,14.7,33.3,0.271,103.5,0.312,0.439,0.54,48.0,59.0,9.7,6.1,0.507,16.2,29.1,0.226
150,Longwood NCAA,35,21,14,0.6,-2.04,-4.76,6.0,10.0,13,3,6,10,2615,2396,67.9,108.5,0.392,0.287,0.537,56.3,47.9,10.1,7.7,0.502,15.4,38.3,0.269,99.4,0.351,0.4,0.54,43.7,49.7,9.3,7.0,0.509,17.7,24.5,0.241
162,Marquette NCAA,37,27,10,0.73,19.27,11.02,14.0,6.0,14,2,7,5,2888,2583,69.4,112.0,0.255,0.411,0.571,47.8,54.5,12.3,10.6,0.55,12.7,25.7,0.18,100.2,0.269,0.428,0.531,52.2,59.4,8.2,8.6,0.498,18.3,30.8,0.201
169,McNeese State NCAA,34,30,4,0.882,6.42,-6.81,17.0,1.0,18,0,11,3,2719,2116,67.6,118.3,0.373,0.336,0.578,52.2,52.0,15.2,12.1,0.552,12.3,33.5,0.258,92.1,0.317,0.481,0.503,47.8,59.0,6.8,8.1,0.466,20.9,30.1,0.226
176,Michigan State NCAA,35,20,15,0.571,17.72,10.89,10.0,10.0,14,4,3,7,2551,2312,66.4,109.4,0.293,0.304,0.544,50.8,58.8,10.6,11.7,0.516,13.0,29.8,0.207,99.1,0.324,0.416,0.517,49.2,54.8,8.0,7.8,0.481,16.2,28.5,0.232
181,Mississippi State NCAA,35,21,14,0.6,14.19,9.16,8.0,10.0,11,4,2,8,2593,2417,68.7,107.5,0.374,0.385,0.543,53.9,53.5,11.8,9.0,0.514,16.0,35.4,0.251,100.2,0.318,0.412,0.521,46.1,48.6,10.6,10.6,0.48,16.0,27.8,0.239
187,Montana State NCAA,35,17,18,0.486,-5.34,-4.46,9.0,9.0,10,7,4,10,2635,2606,69.7,106.4,0.296,0.429,0.574,46.4,49.2,11.7,6.4,0.547,15.1,20.8,0.216,105.3,0.359,0.341,0.557,53.6,46.2,8.4,7.6,0.524,16.8,28.4,0.256
188,Morehead State NCAA,35,26,9,0.743,0.51,-5.52,14.0,4.0,14,1,9,7,2635,2220,66.2,113.7,0.293,0.451,0.572,56.1,55.7,8.9,11.9,0.548,15.2,35.3,0.207,95.8,0.293,0.332,0.486,43.9,42.0,8.9,8.1,0.443,13.8,25.3,0.22
193,NC State NCAA,41,26,15,0.634,12.81,8.93,9.0,11.0,12,5,4,7,3101,2942,68.5,109.1,0.32,0.333,0.542,49.4,48.0,10.5,9.7,0.507,12.1,28.1,0.234,103.5,0.316,0.368,0.531,50.6,50.5,7.4,7.9,0.495,15.3,29.1,0.232
194,Nebraska NCAA,34,23,11,0.676,14.36,7.53,12.0,8.0,18,1,3,8,2643,2411,69.4,110.8,0.326,0.443,0.567,50.2,57.1,9.0,7.1,0.531,13.9,27.6,0.248,101.1,0.277,0.414,0.499,49.8,52.5,8.8,11.1,0.467,13.8,30.3,0.194
195,Nevada NCAA,34,26,8,0.765,12.85,4.58,13.0,5.0,15,2,8,3,2582,2276,66.9,113.0,0.443,0.336,0.573,51.3,58.0,9.4,11.0,0.535,13.2,27.6,0.319,99.6,0.339,0.415,0.52,48.7,55.9,7.4,6.5,0.485,15.6,26.8,0.237
198,New Mexico NCAA,36,26,10,0.722,15.04,5.38,10.0,8.0,13,3,5,6,2916,2545,72.5,111.7,0.331,0.303,0.538,52.8,49.1,12.0,13.2,0.505,11.7,33.4,0.234,97.5,0.335,0.363,0.517,47.2,54.2,8.1,9.5,0.477,17.0,26.8,0.245
206,North Carolina NCAA,37,29,8,0.784,21.36,9.9,17.0,3.0,14,1,8,2,3032,2608,71.3,114.6,0.362,0.361,0.557,54.9,51.2,8.1,10.3,0.515,12.0,33.0,0.275,98.6,0.282,0.358,0.504,45.1,40.0,7.7,9.5,0.467,13.2,23.7,0.209
219,Northwestern NCAA,34,22,12,0.647,12.77,8.5,12.0,8.0,15,2,4,7,2493,2348,64.8,111.2,0.292,0.364,0.558,48.4,59.4,10.7,9.5,0.526,11.8,25.7,0.22,104.7,0.393,0.374,0.553,51.6,59.2,7.4,10.7,0.515,16.6,27.8,0.283
222,Oakland NCAA,36,24,12,0.667,2.02,-1.24,15.0,5.0,10,3,9,7,2751,2634,68.0,110.5,0.308,0.413,0.554,50.9,54.0,9.5,7.8,0.519,13.8,30.4,0.231,105.8,0.269,0.409,0.537,49.1,62.6,8.6,8.5,0.506,14.1,29.0,0.198
230,Oregon NCAA,36,24,12,0.667,12.22,8.91,12.0,8.0,13,3,6,5,2721,2602,68.3,109.6,0.32,0.363,0.551,50.3,50.6,10.4,10.1,0.519,12.9,28.6,0.23,104.8,0.323,0.368,0.548,49.7,50.8,7.7,9.3,0.515,15.7,27.3,0.234
243,Purdue NCAA,39,34,5,0.872,24.93,11.6,17.0,3.0,16,0,7,3,3211,2691,68.3,119.5,0.413,0.347,0.591,58.0,64.9,7.9,9.3,0.558,14.0,37.7,0.297,100.1,0.22,0.369,0.503,42.0,54.9,9.8,6.5,0.475,12.1,24.3,0.159
259,Saint Mary's (CA) NCAA,34,26,8,0.765,16.31,3.46,15.0,1.0,14,4,9,0,2516,2013,63.8,115.2,0.285,0.365,0.552,58.8,58.8,10.2,10.3,0.531,13.2,39.4,0.192,92.2,0.327,0.296,0.485,41.2,47.2,8.3,7.6,0.443,15.1,22.1,0.235
260,Saint Peter's NCAA,33,19,14,0.576,-4.58,-5.33,12.0,8.0,8,5,8,8,2140,2113,65.4,98.8,0.39,0.322,0.493,51.2,48.6,10.8,12.4,0.446,16.0,34.5,0.278,97.5,0.426,0.348,0.518,48.8,51.8,9.9,10.6,0.474,18.0,30.4,0.298
262,Samford NCAA,35,29,6,0.829,6.32,-3.23,15.0,3.0,18,0,8,5,3012,2607,74.4,115.7,0.355,0.413,0.599,49.9,58.7,13.3,10.5,0.571,15.3,30.6,0.257,100.1,0.377,0.397,0.535,50.1,54.1,10.5,10.7,0.501,19.3,32.0,0.259
264,San Diego State NCAA,37,26,11,0.703,14.68,8.37,11.0,7.0,14,1,6,8,2742,2467,67.0,108.7,0.362,0.379,0.54,52.9,50.4,10.9,11.9,0.5,14.0,33.2,0.265,97.8,0.322,0.41,0.505,47.1,49.7,9.0,8.3,0.468,15.9,28.1,0.229
272,South Carolina NCAA,34,26,8,0.765,10.98,6.48,13.0,5.0,14,3,8,3,2450,2297,64.8,110.4,0.318,0.411,0.54,52.1,60.6,7.3,8.2,0.509,13.2,32.8,0.226,103.5,0.316,0.313,0.522,47.9,47.6,8.9,13.5,0.484,13.1,27.9,0.232
276,South Dakota State NCAA,35,22,13,0.629,0.52,-2.7,12.0,4.0,11,3,6,5,2675,2490,68.6,110.7,0.292,0.406,0.579,51.4,46.1,8.8,10.2,0.555,14.6,25.1,0.207,103.0,0.257,0.47,0.534,48.6,49.5,9.8,8.4,0.503,14.5,24.6,0.191
293,Stetson NCAA,35,22,13,0.629,-5.09,-3.24,11.0,5.0,14,2,6,10,2687,2566,67.5,113.4,0.302,0.417,0.572,50.0,48.9,7.9,8.0,0.539,13.6,29.1,0.231,108.3,0.243,0.38,0.531,50.0,50.6,8.8,7.5,0.505,12.2,30.8,0.173
298,TCU NCAA,34,21,13,0.618,14.62,7.32,9.0,9.0,12,4,6,5,2687,2439,70.6,110.3,0.35,0.303,0.551,53.4,59.6,12.5,10.2,0.515,15.2,35.9,0.256,100.2,0.354,0.351,0.54,46.6,56.7,9.6,9.1,0.507,18.2,28.4,0.249
300,Tennessee NCAA,36,27,9,0.75,21.81,10.42,14.0,4.0,14,2,8,3,2836,2426,70.3,112.1,0.337,0.412,0.55,52.4,61.3,11.1,13.5,0.511,12.5,32.2,0.253,95.9,0.357,0.411,0.496,47.6,48.9,8.9,7.7,0.453,16.1,28.2,0.253
304,Texas NCAA,34,21,13,0.618,15.91,9.41,9.0,9.0,14,4,4,6,2563,2342,68.2,110.1,0.302,0.348,0.564,50.4,54.9,10.5,11.4,0.53,14.7,29.9,0.228,100.6,0.34,0.328,0.52,49.6,47.5,9.2,8.9,0.481,16.3,30.1,0.245
305,Texas A&M NCAA,36,21,15,0.583,13.35,9.32,9.0,9.0,10,5,6,6,2736,2591,67.8,111.4,0.386,0.377,0.502,56.0,44.5,10.2,9.4,0.457,11.3,42.3,0.273,105.5,0.319,0.449,0.537,44.0,59.5,7.8,13.3,0.505,14.5,28.0,0.228
309,Texas Tech NCAA,34,23,11,0.676,14.96,9.28,11.0,7.0,15,2,4,6,2561,2368,67.2,111.7,0.342,0.414,0.567,50.9,57.1,8.9,7.0,0.526,14.3,30.3,0.267,103.3,0.272,0.386,0.522,49.1,47.1,8.8,10.3,0.492,14.6,30.3,0.194
317,UAB NCAA,35,23,12,0.657,5.14,3.73,12.0,6.0,12,5,7,5,2711,2627,68.7,111.2,0.4,0.316,0.546,52.2,50.5,9.7,11.8,0.501,14.1,35.5,0.298,107.8,0.309,0.367,0.54,47.8,49.1,10.1,10.2,0.508,14.2,31.1,0.223
330,Utah State NCAA,35,28,7,0.8,11.56,5.29,14.0,4.0,14,1,8,4,2788,2497,69.3,113.4,0.385,0.333,0.579,52.0,57.3,9.7,11.3,0.546,13.8,28.6,0.277,101.5,0.306,0.365,0.527,48.0,50.3,9.1,6.2,0.491,15.0,26.4,0.224
337,Vermont NCAA,35,28,7,0.8,2.78,-3.31,15.0,1.0,16,1,10,4,2506,2205,65.4,109.1,0.286,0.443,0.557,50.6,53.1,9.0,10.7,0.53,12.5,23.1,0.205,96.0,0.263,0.358,0.495,49.4,42.9,7.8,10.3,0.462,13.6,23.4,0.188
339,Virginia NCAA,34,23,11,0.676,10.45,7.31,13.0,7.0,15,2,5,6,2140,2033,61.2,101.7,0.253,0.326,0.506,48.4,63.0,11.4,15.5,0.486,11.5,25.6,0.161,96.6,0.258,0.396,0.502,51.6,52.0,8.1,8.5,0.466,16.8,28.1,0.193
343,Wagner NCAA,33,17,16,0.515,-10.64,-8.58,7.0,9.0,7,5,9,10,2103,2083,63.0,100.0,0.259,0.38,0.489,50.4,55.5,9.3,7.2,0.458,13.2,30.0,0.182,99.0,0.294,0.407,0.512,49.6,59.0,7.5,8.9,0.483,15.3,26.9,0.201
346,Washington State NCAA,35,25,10,0.714,14.02,7.19,14.0,6.0,15,2,6,4,2574,2335,66.4,109.9,0.316,0.322,0.547,54.3,45.9,7.7,12.6,0.518,14.0,32.9,0.222,99.7,0.323,0.311,0.511,45.7,45.6,8.4,6.6,0.472,13.8,25.0,0.236
351,Western Kentucky NCAA,34,22,12,0.647,1.19,-2.91,8.0,8.0,12,2,6,7,2728,2531,76.0,105.6,0.327,0.321,0.552,52.2,45.6,10.1,8.7,0.52,16.0,29.0,0.235,97.9,0.32,0.409,0.512,47.8,49.9,9.6,10.1,0.48,16.3,26.6,0.221
356,Wisconsin NCAA,36,22,14,0.611,16.01,11.35,11.0,9.0,14,3,3,9,2688,2520,66.0,112.0,0.338,0.355,0.56,52.4,48.1,9.3,4.6,0.522,13.0,30.2,0.255,105.0,0.338,0.343,0.554,47.6,47.3,7.5,10.8,0.52,15.1,24.4,0.245
361,Yale NCAA,33,23,10,0.697,4.63,0.41,11.0,3.0,9,2,9,6,2465,2226,66.1,111.2,0.277,0.349,0.553,52.8,53.9,9.2,9.6,0.528,12.4,28.9,0.196,100.5,0.279,0.419,0.525,47.2,57.2,8.2,8.7,0.491,14.7,23.7,0.206
